path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213300267.jpg,0.4,non-BSA,10.5,2026-08-27 21:33:00.267,4,23.018,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213313721.jpg,0.4,non-BSA,10.5,2026-08-27 21:33:13.721,5,13.454,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_213327384.jpg,0.4,non-BSA,10.5,2026-08-27 21:33:27.384,6,13.663,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214225614.jpg,0.4,non-BSA,10.5,2026-08-27 21:42:25.614,7,538.23,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214244239.jpg,0.4,non-BSA,10.5,2026-08-27 21:42:44.239,8,18.625,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214259734.jpg,0.4,non-BSA,10.5,2026-08-27 21:42:59.734,9,15.495,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214333993.jpg,0.4,non-BSA,10.5,2026-08-27 21:43:33.993,10,34.259,0.6 COOH,COOH,False,0.6,True,1,none,,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214348075.jpg,0.4,non-BSA,10.5,2026-08-27 21:43:48.075,11,14.082,0.6 COOH,COOH,False,0.6,True,2,none,,high,
0.4 BACK/NON-BSA/10.5 hrs/PXL_20260827_214403877.jpg,0.4,non-BSA,10.5,2026-08-27 21:44:03.877,12,15.802,0.6 COOH,COOH,False,0.6,True,3,none,,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225313897.jpg,0.4,non-BSA,12.0,2026-08-27 22:53:13.897,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225324765.jpg,0.4,non-BSA,12.0,2026-08-27 22:53:24.765,2,10.868,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225346069.jpg,0.4,non-BSA,12.0,2026-08-27 22:53:46.069,3,21.304,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225416598.jpg,0.4,non-BSA,12.0,2026-08-27 22:54:16.598,4,30.529,0.6 COOH,COOH,False,0.6,False,1,present,large,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225427122.jpg,0.4,non-BSA,12.0,2026-08-27 22:54:27.122,5,10.524,0.6 COOH,COOH,False,0.6,False,2,present,large,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_225447279.jpg,0.4,non-BSA,12.0,2026-08-27 22:54:47.279,6,20.157,0.6 COOH,COOH,False,0.6,False,3,present,large,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230529580.jpg,0.4,non-BSA,12.0,2026-08-27 23:05:29.580,7,642.301,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230543628.jpg,0.4,non-BSA,12.0,2026-08-27 23:05:43.628,8,14.048,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230557224.jpg,0.4,non-BSA,12.0,2026-08-27 23:05:57.224,9,13.596,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230637492.jpg,0.4,non-BSA,12.0,2026-08-27 23:06:37.492,10,40.268,0.4 COOH,COOH,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230648654.jpg,0.4,non-BSA,12.0,2026-08-27 23:06:48.654,11,11.162,0.4 COOH,COOH,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/12 hrs/PXL_20260827_230701717.jpg,0.4,non-BSA,12.0,2026-08-27 23:07:01.717,12,13.063,0.4 COOH,COOH,False,0.4,True,3,none,,high,"likely same repeat as 0163, re-photographed"
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083225734.jpg,0.4,non-BSA,21.5,2026-08-28 08:32:25.734,1,,0.4 PEG,PEG,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083248708.jpg,0.4,non-BSA,21.5,2026-08-28 08:32:48.708,2,22.974,0.4 PEG,PEG,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083315394.jpg,0.4,non-BSA,21.5,2026-08-28 08:33:15.394,3,26.686,0.4 PEG,PEG,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083405489.jpg,0.4,non-BSA,21.5,2026-08-28 08:34:05.489,4,50.095,0.4 COOH,COOH,False,0.4,False,1,present,large,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_083427246.jpg,0.4,non-BSA,21.5,2026-08-28 08:34:27.246,5,21.757,0.4 COOH,COOH,False,0.4,False,3,present,large,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_084042666.jpg,0.4,non-BSA,21.5,2026-08-28 08:40:42.666,6,375.42,0.4 COOH,COOH,False,0.4,False,2,present,large,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085143882.jpg,0.4,non-BSA,21.5,2026-08-28 08:51:43.882,7,661.216,0.4 PEG,PEG,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085155724.jpg,0.4,non-BSA,21.5,2026-08-28 08:51:55.724,8,11.842,0.4 PEG,PEG,False,0.4,True,2,none,,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085215175.jpg,0.4,non-BSA,21.5,2026-08-28 08:52:15.175,9,19.451,0.4 PEG,PEG,False,0.4,True,3,none,,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085359190.jpg,0.4,non-BSA,21.5,2026-08-28 08:53:59.190,10,104.015,0.4 COOH,COOH,False,0.4,True,1,none,,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085412699.jpg,0.4,non-BSA,21.5,2026-08-28 08:54:12.699,11,13.509,0.4 COOH,COOH,False,0.4,True,2,none,,high,
0.4 BACK/NON-BSA/21.5 hrs/PXL_20260828_085425502.jpg,0.4,non-BSA,21.5,2026-08-28 08:54:25.502,12,12.803,0.4 COOH,COOH,False,0.4,True,3,none,,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111031212.jpg,0.6,BSA,0.0,2026-08-27 11:10:31.212,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111058142.jpg,0.6,BSA,0.0,2026-08-27 11:10:58.142,2,26.93,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,near-duplicate of 0177
0.6 BACK/BSA/0 hrs/PXL_20260827_111121594.jpg,0.6,BSA,0.0,2026-08-27 11:11:21.594,3,23.452,0.6 BSA PEG,PEG,True,0.6,False,2,none,,low,no magnet present but second tab shows no clear red C; control status ambiguous
0.6 BACK/BSA/0 hrs/PXL_20260827_111142172.jpg,0.6,BSA,0.0,2026-08-27 11:11:42.172,4,20.578,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111156348.jpg,0.6,BSA,0.0,2026-08-27 11:11:56.348,5,14.176,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111210701.jpg,0.6,BSA,0.0,2026-08-27 11:12:10.701,6,14.353,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111241592.jpg,0.6,BSA,0.0,2026-08-27 11:12:41.592,7,30.891,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,low,"tally mark is a dense blurry blob, rows hard to separate"
0.6 BACK/BSA/0 hrs/PXL_20260827_111254584.jpg,0.6,BSA,0.0,2026-08-27 11:12:54.584,8,12.992,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,low,"tally mark is a dense blurry blob, rows hard to separate"
0.6 BACK/BSA/0 hrs/PXL_20260827_111306861.jpg,0.6,BSA,0.0,2026-08-27 11:13:06.861,9,12.277,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111320682.jpg,0.6,BSA,0.0,2026-08-27 11:13:20.682,10,13.821,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111342603.jpg,0.6,BSA,0.0,2026-08-27 11:13:42.603,11,21.921,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_111358095.jpg,0.6,BSA,0.0,2026-08-27 11:13:58.095,12,15.492,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_112101846.jpg,0.6,BSA,0.0,2026-08-27 11:21:01.846,13,423.751,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_112111841.jpg,0.6,BSA,0.0,2026-08-27 11:21:11.841,14,9.995,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_112124500.jpg,0.6,BSA,0.0,2026-08-27 11:21:24.500,15,12.659,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,"likely same repeat as 0190, re-photographed"
0.6 BACK/BSA/0 hrs/PXL_20260827_112155633.jpg,0.6,BSA,0.0,2026-08-27 11:21:55.633,16,31.133,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/0 hrs/PXL_20260827_112210476.jpg,0.6,BSA,0.0,2026-08-27 11:22:10.476,17,14.843,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"second tab's C mark drawn with an extra stroke, shape less clean than usual"
0.6 BACK/BSA/0 hrs/PXL_20260827_112223299.jpg,0.6,BSA,0.0,2026-08-27 11:22:23.299,18,12.823,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,"likely same repeat as 0193, re-photographed"
0.6 BACK/BSA/1 hr/PXL_20260827_120802004.jpg,0.6,BSA,1.0,2026-08-27 12:08:02.004,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/1 hr/PXL_20260827_120820176.jpg,0.6,BSA,1.0,2026-08-27 12:08:20.176,2,18.172,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/1 hr/PXL_20260827_120843277.jpg,0.6,BSA,1.0,2026-08-27 12:08:43.277,3,23.101,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/1 hr/PXL_20260827_120913895.jpg,0.6,BSA,1.0,2026-08-27 12:09:13.895,4,30.618,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,low,"dense blurry blob tally mark, rows hard to separate"
0.6 BACK/BSA/1 hr/PXL_20260827_120937739.jpg,0.6,BSA,1.0,2026-08-27 12:09:37.739,5,23.844,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/1 hr/PXL_20260827_121010071.jpg,0.6,BSA,1.0,2026-08-27 12:10:10.071,6,32.332,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3; appears to be same sample as 0212 photographed differently"
0.6 BACK/BSA/1 hr/PXL_20260827_123120096.jpg,0.6,BSA,1.0,2026-08-27 12:31:20.096,7,1270.025,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/1 hr/PXL_20260827_123131089.jpg,0.6,BSA,1.0,2026-08-27 12:31:31.089,8,10.993,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/1 hr/PXL_20260827_123143295.jpg,0.6,BSA,1.0,2026-08-27 12:31:43.295,9,12.206,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0202
0.6 BACK/BSA/1 hr/PXL_20260827_123339387.jpg,0.6,BSA,1.0,2026-08-27 12:33:39.387,10,116.092,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/1 hr/PXL_20260827_123350650.jpg,0.6,BSA,1.0,2026-08-27 12:33:50.650,11,11.263,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,control mark smudged/blob-shaped but consistent with C; tally rows clear
0.6 BACK/BSA/1 hr/PXL_20260827_123401908.jpg,0.6,BSA,1.0,2026-08-27 12:34:01.908,12,11.258,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,same sample/pattern as 0205
0.6 BACK/BSA/2 hrs/PXL_20260827_130432852.jpg,0.6,BSA,2.0,2026-08-27 13:04:32.852,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_130446169.jpg,0.6,BSA,2.0,2026-08-27 13:04:46.169,2,13.317,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_130457912.jpg,0.6,BSA,2.0,2026-08-27 13:04:57.912,3,11.743,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_130517004.jpg,0.6,BSA,2.0,2026-08-27 13:05:17.004,4,19.092,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,single dashed/blobby row
0.6 BACK/BSA/2 hrs/PXL_20260827_130532210.jpg,0.6,BSA,2.0,2026-08-27 13:05:32.210,5,15.206,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_130551369.jpg,0.6,BSA,2.0,2026-08-27 13:05:51.369,6,19.159,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3; appears to be same sample as 0200"
0.6 BACK/BSA/2 hrs/PXL_20260827_131356599.jpg,0.6,BSA,2.0,2026-08-27 13:13:56.599,7,485.23,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_131406069.jpg,0.6,BSA,2.0,2026-08-27 13:14:06.069,8,9.47,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_131418072.jpg,0.6,BSA,2.0,2026-08-27 13:14:18.072,9,12.003,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0214
0.6 BACK/BSA/2 hrs/PXL_20260827_131449708.jpg,0.6,BSA,2.0,2026-08-27 13:14:49.708,10,31.636,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/2 hrs/PXL_20260827_131459886.jpg,0.6,BSA,2.0,2026-08-27 13:14:59.886,11,10.178,0.6 BSA COOH,COOH,True,0.6,True,2,none,,low,"two rows fairly close together, borderline 2-vs-3"
0.6 BACK/BSA/2 hrs/PXL_20260827_131512759.jpg,0.6,BSA,2.0,2026-08-27 13:15:12.759,12,12.873,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3"
0.6 BACK/BSA/3 hrs/PXL_20260827_140621260.jpg,0.6,BSA,3.0,2026-08-27 14:06:21.260,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/3 hrs/PXL_20260827_140641337.jpg,0.6,BSA,3.0,2026-08-27 14:06:41.337,2,20.077,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/3 hrs/PXL_20260827_140703445.jpg,0.6,BSA,3.0,2026-08-27 14:07:03.445,3,22.108,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/3 hrs/PXL_20260827_140734877.jpg,0.6,BSA,3.0,2026-08-27 14:07:34.877,4,31.432,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,single dashed/blobby row
0.6 BACK/BSA/3 hrs/PXL_20260827_140755390.jpg,0.6,BSA,3.0,2026-08-27 14:07:55.390,5,20.513,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3"
0.6 BACK/BSA/3 hrs/PXL_20260827_140819355.jpg,0.6,BSA,3.0,2026-08-27 14:08:19.355,6,23.965,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,same sample/pattern as 0223
0.6 BACK/BSA/3 hrs/PXL_20260827_141649696.jpg,0.6,BSA,3.0,2026-08-27 14:16:49.696,7,510.341,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/3 hrs/PXL_20260827_141701856.jpg,0.6,BSA,3.0,2026-08-27 14:17:01.856,8,12.16,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/3 hrs/PXL_20260827_141715388.jpg,0.6,BSA,3.0,2026-08-27 14:17:15.388,9,13.532,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0226
0.6 BACK/BSA/3 hrs/PXL_20260827_141754017.jpg,0.6,BSA,3.0,2026-08-27 14:17:54.017,10,38.629,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/3 hrs/PXL_20260827_141828121.jpg,0.6,BSA,3.0,2026-08-27 14:18:28.121,11,34.104,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"control mark messy; thin top plus 2 thick tally rows, borderline 2-vs-3"
0.6 BACK/BSA/3 hrs/PXL_20260827_141848981.jpg,0.6,BSA,3.0,2026-08-27 14:18:48.981,12,20.86,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,same sample/pattern as 0229
0.6 BACK/BSA/4 hrs/PXL_20260827_150314744.jpg,0.6,BSA,4.0,2026-08-27 15:03:14.744,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_150334569.jpg,0.6,BSA,4.0,2026-08-27 15:03:34.569,2,19.825,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_150348378.jpg,0.6,BSA,4.0,2026-08-27 15:03:48.378,3,13.809,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_150414044.jpg,0.6,BSA,4.0,2026-08-27 15:04:14.044,4,25.666,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,single dashed/blobby row
0.6 BACK/BSA/4 hrs/PXL_20260827_150422378.jpg,0.6,BSA,4.0,2026-08-27 15:04:22.378,5,8.334,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"thin top row plus 2 thick rows; top row faint, borderline 2-vs-3"
0.6 BACK/BSA/4 hrs/PXL_20260827_150436900.jpg,0.6,BSA,4.0,2026-08-27 15:04:36.900,6,14.522,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,same sample/pattern as 0235
0.6 BACK/BSA/4 hrs/PXL_20260827_151522132.jpg,0.6,BSA,4.0,2026-08-27 15:15:22.132,7,645.232,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_151539889.jpg,0.6,BSA,4.0,2026-08-27 15:15:39.889,8,17.757,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_151555290.jpg,0.6,BSA,4.0,2026-08-27 15:15:55.290,9,15.401,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,same sample/pattern as 0238
0.6 BACK/BSA/4 hrs/PXL_20260827_151712131.jpg,0.6,BSA,4.0,2026-08-27 15:17:12.131,10,76.841,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_151728764.jpg,0.6,BSA,4.0,2026-08-27 15:17:28.764,11,16.633,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/4 hrs/PXL_20260827_152937207.jpg,0.6,BSA,4.0,2026-08-27 15:29:37.207,12,728.443,0.6 BSA COOH,COOH,True,0.6,True,2,none,,low,only 2 tally rows visible but spacing suggests could be miscounted vs 3
0.6 BACK/BSA/5 hrs/PXL_20260827_160545935.jpg,0.6,BSA,5.0,2026-08-27 16:05:45.935,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred from consistent pattern"
0.6 BACK/BSA/5 hrs/PXL_20260827_160556728.jpg,0.6,BSA,5.0,2026-08-27 16:05:56.728,2,10.793,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/5 hrs/PXL_20260827_160620482.jpg,0.6,BSA,5.0,2026-08-27 16:06:20.482,3,23.754,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,low,"3 tally rows drawn tightly together, sticker leading 0 torn off"
0.6 BACK/BSA/5 hrs/PXL_20260827_160647426.jpg,0.6,BSA,5.0,2026-08-27 16:06:47.426,4,26.944,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/5 hrs/PXL_20260827_160700003.jpg,0.6,BSA,5.0,2026-08-27 16:07:00.003,5,12.577,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,3 tally rows drawn tightly together
0.6 BACK/BSA/5 hrs/PXL_20260827_160719359.jpg,0.6,BSA,5.0,2026-08-27 16:07:19.359,6,19.356,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,low,"rows compressed, torn between 2 and 3"
0.6 BACK/BSA/5 hrs/PXL_20260827_162054615.jpg,0.6,BSA,5.0,2026-08-27 16:20:54.615,7,815.256,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/5 hrs/PXL_20260827_162107706.jpg,0.6,BSA,5.0,2026-08-27 16:21:07.706,8,13.091,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/5 hrs/PXL_20260827_162309920.jpg,0.6,BSA,5.0,2026-08-27 16:23:09.920,9,122.214,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/5 hrs/PXL_20260827_162358250.jpg,0.6,BSA,5.0,2026-08-27 16:23:58.250,10,48.33,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/5 hrs/PXL_20260827_162415010.jpg,0.6,BSA,5.0,2026-08-27 16:24:15.010,11,16.76,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"second-tab mark looks like a messy 'A' rather than clean 'C', assumed control"
0.6 BACK/BSA/5 hrs/PXL_20260827_162434351.jpg,0.6,BSA,5.0,2026-08-27 16:24:34.351,12,19.341,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_170414491.jpg,0.6,BSA,6.0,2026-08-27 17:04:14.491,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/6 hrs/PXL_20260827_170426866.jpg,0.6,BSA,6.0,2026-08-27 17:04:26.866,2,12.375,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/6 hrs/PXL_20260827_170441670.jpg,0.6,BSA,6.0,2026-08-27 17:04:41.670,3,14.804,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/6 hrs/PXL_20260827_170508886.jpg,0.6,BSA,6.0,2026-08-27 17:05:08.886,4,27.216,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_170517201.jpg,0.6,BSA,6.0,2026-08-27 17:05:17.201,5,8.315,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,low,"sticker corner torn, rows could be miscounted vs 3"
0.6 BACK/BSA/6 hrs/PXL_20260827_170534342.jpg,0.6,BSA,6.0,2026-08-27 17:05:34.342,6,17.141,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_171658036.jpg,0.6,BSA,6.0,2026-08-27 17:16:58.036,7,683.694,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_171722746.jpg,0.6,BSA,6.0,2026-08-27 17:17:22.746,8,24.71,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_171739868.jpg,0.6,BSA,6.0,2026-08-27 17:17:39.868,9,17.122,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_171834252.jpg,0.6,BSA,6.0,2026-08-27 17:18:34.252,10,54.384,0.6 BSA COOH,COOH,True,0.6,True,3,none,,low,"second-tab mark looks like a messy 'A' rather than clean 'C', assumed control"
0.6 BACK/BSA/6 hrs/PXL_20260827_171900683.jpg,0.6,BSA,6.0,2026-08-27 17:19:00.683,11,26.431,0.6 BSA COOH,COOH,True,0.6,True,1,none,,high,
0.6 BACK/BSA/6 hrs/PXL_20260827_171923448.jpg,0.6,BSA,6.0,2026-08-27 17:19:23.448,12,22.765,0.6 BSA COOH,COOH,True,0.6,True,3,none,,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183735151.jpg,0.6,BSA,7.5,2026-08-27 18:37:35.151,1,,0.6 BSA PEG,PEG,True,0.6,False,1,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183756833.jpg,0.6,BSA,7.5,2026-08-27 18:37:56.833,2,21.682,0.6 BSA PEG,PEG,True,0.6,False,2,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183821749.jpg,0.6,BSA,7.5,2026-08-27 18:38:21.749,3,24.916,0.6 BSA PEG,PEG,True,0.6,False,3,present,large,high,"sticker leading 0 torn off, inferred"
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183856374.jpg,0.6,BSA,7.5,2026-08-27 18:38:56.374,4,34.625,0.6 BSA COOH,COOH,True,0.6,False,1,present,large,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183916189.jpg,0.6,BSA,7.5,2026-08-27 18:39:16.189,5,19.815,0.6 BSA COOH,COOH,True,0.6,False,2,present,large,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_183926299.jpg,0.6,BSA,7.5,2026-08-27 18:39:26.299,6,10.11,0.6 BSA COOH,COOH,True,0.6,False,3,present,large,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185057116.jpg,0.6,BSA,7.5,2026-08-27 18:50:57.116,7,690.817,0.6 BSA PEG,PEG,True,0.6,True,1,none,,high,
0.6 BACK/BSA/7.5 hrs/PXL_20260827_185112846.jpg,0.6,BSA,7.5,2026-08-27 18:51:12.846,8,15.73,0.6 BSA PEG,PEG,True,0.6,True,3,none,,high,
