path,agarose,bsa,timepoint_hr,capture_time,shot_order,gap_s,v_sticker,v_coating,v_bsa,v_agarose,v_control,v_tally,v_magnet,v_magnet_size,v_conf,v_notes,idx,dropped_dup,agarose_f,bsa_f,coating_f,control_f,magnet_f,tally_f,duplicate_shot,tally_certainty,tally_changed,gap,burst,tally_conflict,low_conf,arm,series
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120518476.jpg,0.4,non-BSA,1.0,2026-08-27 12:05:18.476,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,168,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120551565.jpg,0.4,non-BSA,1.0,2026-08-27 12:05:51.565,2,33.089,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,169,False,0.4,non-BSA,PEG,False,present,2,False,high,False,33.089,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120614481.jpg,0.4,non-BSA,1.0,2026-08-27 12:06:14.481,3,22.916,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,170,False,0.4,non-BSA,PEG,False,present,3,False,high,False,22.916,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120647663.jpg,0.4,non-BSA,1.0,2026-08-27 12:06:47.663,4,33.182,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,171,False,0.4,non-BSA,COOH,False,present,1,False,high,False,33.182,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120711718.jpg,0.4,non-BSA,1.0,2026-08-27 12:07:11.718,5,24.055,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,172,False,0.4,non-BSA,COOH,False,present,2,False,high,False,24.055,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/1 hr/PXL_20260827_120730635.jpg,0.4,non-BSA,1.0,2026-08-27 12:07:30.635,6,18.917,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,173,False,0.4,non-BSA,COOH,False,present,3,False,high,False,18.917,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/1 hr/PXL_20260827_122925816.jpg,0.4,non-BSA,1.0,2026-08-27 12:29:25.816,7,1315.181,0.4 PEG,PEG,False,0.4,True,1,none,,high,,174,False,0.4,non-BSA,PEG,True,none,1,False,high,False,1315.181,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/1 hr/PXL_20260827_122938669.jpg,0.4,non-BSA,1.0,2026-08-27 12:29:38.669,8,12.853,0.4 PEG,PEG,False,0.4,True,3,none,,high,,175,False,0.4,non-BSA,PEG,True,none,2,False,high,True,12.853,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/1 hr/PXL_20260827_122950353.jpg,0.4,non-BSA,1.0,2026-08-27 12:29:50.353,9,11.684,0.4 PEG,PEG,False,0.4,True,1,none,,high,duplicate angle of 0051,176,False,0.4,non-BSA,PEG,True,none,3,False,high,True,11.684,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/1 hr/PXL_20260827_123024008.jpg,0.4,non-BSA,1.0,2026-08-27 12:30:24.008,10,33.655,0.6 COOH,COOH,False,0.6,True,2,none,,high,,177,False,0.4,non-BSA,COOH,True,none,2,False,high,False,33.655,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/1 hr/PXL_20260827_123037269.jpg,0.4,non-BSA,1.0,2026-08-27 12:30:37.269,11,13.261,0.6 COOH,COOH,False,0.6,True,1,none,,high,,178,False,0.4,non-BSA,COOH,True,none,1,False,high,False,13.261,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/1 hr/PXL_20260827_123050149.jpg,0.4,non-BSA,1.0,2026-08-27 12:30:50.149,12,12.88,0.6 COOH,COOH,False,0.6,True,3,none,,high,,179,False,0.4,non-BSA,COOH,True,none,3,False,high,False,12.88,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130235088.jpg,0.4,non-BSA,2.0,2026-08-27 13:02:35.088,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,180,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130248752.jpg,0.4,non-BSA,2.0,2026-08-27 13:02:48.752,2,13.664,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,181,False,0.4,non-BSA,PEG,False,present,2,False,high,False,13.664,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130304256.jpg,0.4,non-BSA,2.0,2026-08-27 13:03:04.256,3,15.504,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,182,False,0.4,non-BSA,PEG,False,present,3,False,high,False,15.504,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130347736.jpg,0.4,non-BSA,2.0,2026-08-27 13:03:47.736,4,43.48,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,183,False,0.4,non-BSA,COOH,False,present,1,False,high,False,43.48,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130402083.jpg,0.4,non-BSA,2.0,2026-08-27 13:04:02.083,5,14.347,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,184,False,0.4,non-BSA,COOH,False,present,2,False,high,False,14.347,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_130411918.jpg,0.4,non-BSA,2.0,2026-08-27 13:04:11.918,6,9.835,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,185,False,0.4,non-BSA,COOH,False,present,3,False,high,False,9.835,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131147754.jpg,0.4,non-BSA,2.0,2026-08-27 13:11:47.754,7,455.836,0.4 PEG,PEG,False,0.4,True,1,none,,high,,186,False,0.4,non-BSA,PEG,True,none,1,False,high,False,455.836,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131159395.jpg,0.4,non-BSA,2.0,2026-08-27 13:11:59.395,8,11.641,0.4 PEG,PEG,False,0.4,True,3,none,,high,,187,False,0.4,non-BSA,PEG,True,none,2,False,high,True,11.641,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131210175.jpg,0.4,non-BSA,2.0,2026-08-27 13:12:10.175,9,10.78,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate angle of 0064,188,False,0.4,non-BSA,PEG,True,none,3,False,high,False,10.78,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131246105.jpg,0.4,non-BSA,2.0,2026-08-27 13:12:46.105,10,35.93,0.6 COOH,COOH,False,0.6,True,1,none,,high,,189,False,0.4,non-BSA,COOH,True,none,1,False,high,False,35.93,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131300819.jpg,0.4,non-BSA,2.0,2026-08-27 13:13:00.819,11,14.714,0.6 COOH,COOH,False,0.6,True,2,none,,high,,190,False,0.4,non-BSA,COOH,True,none,2,False,high,False,14.714,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/2 hrs/PXL_20260827_131317699.jpg,0.4,non-BSA,2.0,2026-08-27 13:13:17.699,12,16.88,0.6 COOH,COOH,False,0.6,True,3,none,,high,,191,False,0.4,non-BSA,COOH,True,none,3,False,high,False,16.88,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140347293.jpg,0.4,non-BSA,3.0,2026-08-27 14:03:47.293,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,192,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140411381.jpg,0.4,non-BSA,3.0,2026-08-27 14:04:11.381,2,24.088,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,193,False,0.4,non-BSA,PEG,False,present,2,False,high,False,24.088,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140429778.jpg,0.4,non-BSA,3.0,2026-08-27 14:04:29.778,3,18.397,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,194,False,0.4,non-BSA,PEG,False,present,3,False,high,False,18.397,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140510028.jpg,0.4,non-BSA,3.0,2026-08-27 14:05:10.028,4,40.25,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,195,False,0.4,non-BSA,COOH,False,present,1,False,high,False,40.25,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140524052.jpg,0.4,non-BSA,3.0,2026-08-27 14:05:24.052,5,14.024,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,196,False,0.4,non-BSA,COOH,False,present,2,False,high,False,14.024,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_140546913.jpg,0.4,non-BSA,3.0,2026-08-27 14:05:46.913,6,22.861,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,197,False,0.4,non-BSA,COOH,False,present,3,False,high,False,22.861,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141418132.jpg,0.4,non-BSA,3.0,2026-08-27 14:14:18.132,7,511.219,0.4 PEG,PEG,False,0.4,True,1,none,,high,,198,False,0.4,non-BSA,PEG,True,none,1,False,high,False,511.219,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141432809.jpg,0.4,non-BSA,3.0,2026-08-27 14:14:32.809,8,14.677,0.4 PEG,PEG,False,0.4,True,3,none,,high,,199,False,0.4,non-BSA,PEG,True,none,2,False,high,True,14.677,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141452211.jpg,0.4,non-BSA,3.0,2026-08-27 14:14:52.211,9,19.402,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate angle of 0076,200,False,0.4,non-BSA,PEG,True,none,3,False,high,False,19.402,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141529962.jpg,0.4,non-BSA,3.0,2026-08-27 14:15:29.962,10,37.751,0.6 COOH,COOH,False,0.6,True,1,none,,high,,201,False,0.4,non-BSA,COOH,True,none,1,False,high,False,37.751,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141553992.jpg,0.4,non-BSA,3.0,2026-08-27 14:15:53.992,11,24.03,0.6 COOH,COOH,False,0.6,True,2,none,,high,,202,False,0.4,non-BSA,COOH,True,none,2,False,high,False,24.03,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/3 hrs/PXL_20260827_141611900.jpg,0.4,non-BSA,3.0,2026-08-27 14:16:11.900,12,17.908,0.6 COOH,COOH,False,0.6,True,3,none,,high,,203,False,0.4,non-BSA,COOH,True,none,3,False,high,False,17.908,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150147330.jpg,0.4,non-BSA,4.0,2026-08-27 15:01:47.330,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,204,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150204790.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:04.790,2,17.46,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,205,False,0.4,non-BSA,PEG,False,present,2,False,high,False,17.46,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150216136.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:16.136,3,11.346,0.4 PEG,PEG,False,0.4,False,3,present,large,high,downscaled frame looked like 2 rows; high-res crop clearly shows 3,206,False,0.4,non-BSA,PEG,False,present,3,False,high,False,11.346,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150239457.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:39.457,4,23.321,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,207,False,0.4,non-BSA,COOH,False,present,1,False,high,False,23.321,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150248732.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:48.732,5,9.275,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,208,False,0.4,non-BSA,COOH,False,present,2,False,high,False,9.275,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_150258576.jpg,0.4,non-BSA,4.0,2026-08-27 15:02:58.576,6,9.844,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,209,False,0.4,non-BSA,COOH,False,present,3,False,high,False,9.844,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151227412.jpg,0.4,non-BSA,4.0,2026-08-27 15:12:27.412,7,568.836,0.4 PEG,PEG,False,0.4,True,1,none,,high,,210,False,0.4,non-BSA,PEG,True,none,1,False,high,False,568.836,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151249426.jpg,0.4,non-BSA,4.0,2026-08-27 15:12:49.426,8,22.014,0.4 PEG,PEG,False,0.4,True,3,none,,high,,211,False,0.4,non-BSA,PEG,True,none,2,False,high,True,22.014,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151309212.jpg,0.4,non-BSA,4.0,2026-08-27 15:13:09.212,9,19.786,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate/alt-angle of 0088,212,False,0.4,non-BSA,PEG,True,none,3,False,high,False,19.786,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151351770.jpg,0.4,non-BSA,4.0,2026-08-27 15:13:51.770,10,42.558,0.6 COOH,COOH,False,0.6,True,1,none,,high,,213,False,0.4,non-BSA,COOH,True,none,1,False,high,False,42.558,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151410950.jpg,0.4,non-BSA,4.0,2026-08-27 15:14:10.950,11,19.18,0.6 COOH,COOH,False,0.6,True,3,none,,high,,214,False,0.4,non-BSA,COOH,True,none,2,False,high,True,19.18,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/4 hrs/PXL_20260827_151428327.jpg,0.4,non-BSA,4.0,2026-08-27 15:14:28.327,12,17.377,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate/alt-angle of 0091,215,False,0.4,non-BSA,COOH,True,none,3,False,high,False,17.377,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160318612.jpg,0.4,non-BSA,5.0,2026-08-27 16:03:18.612,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,216,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160341708.jpg,0.4,non-BSA,5.0,2026-08-27 16:03:41.708,2,23.096,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,217,False,0.4,non-BSA,PEG,False,present,2,False,high,False,23.096,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160353469.jpg,0.4,non-BSA,5.0,2026-08-27 16:03:53.469,3,11.761,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,218,False,0.4,non-BSA,PEG,False,present,3,False,high,False,11.761,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160422535.jpg,0.4,non-BSA,5.0,2026-08-27 16:04:22.535,4,29.066,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,219,False,0.4,non-BSA,COOH,False,present,1,False,high,False,29.066,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160442372.jpg,0.4,non-BSA,5.0,2026-08-27 16:04:42.372,5,19.837,0.6 COOH,COOH,False,0.6,False,3,present,large,low,"first tally row is faint/short and close to row 2; genuinely torn between 2 and 3 rows, and this sits between the 0096 (tally1) and 0098 (tally3) shots with no clear tally2 in between",220,False,0.4,non-BSA,COOH,False,present,2,False,high,True,19.837,1,False,True,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_160504640.jpg,0.4,non-BSA,5.0,2026-08-27 16:05:04.640,6,22.268,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,221,False,0.4,non-BSA,COOH,False,present,3,False,high,False,22.268,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161607611.jpg,0.4,non-BSA,5.0,2026-08-27 16:16:07.611,7,662.971,0.4 PEG,PEG,False,0.4,True,1,none,,high,,222,False,0.4,non-BSA,PEG,True,none,1,False,high,False,662.971,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161640724.jpg,0.4,non-BSA,5.0,2026-08-27 16:16:40.724,8,33.113,0.4 PEG,PEG,False,0.4,True,3,none,,high,,223,False,0.4,non-BSA,PEG,True,none,2,False,high,True,33.113,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161701068.jpg,0.4,non-BSA,5.0,2026-08-27 16:17:01.068,9,20.344,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate/alt-angle of 0100,224,False,0.4,non-BSA,PEG,True,none,3,False,high,False,20.344,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161739748.jpg,0.4,non-BSA,5.0,2026-08-27 16:17:39.748,10,38.68,0.6 COOH,COOH,False,0.6,True,1,none,,high,,225,False,0.4,non-BSA,COOH,True,none,1,False,high,False,38.68,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161808896.jpg,0.4,non-BSA,5.0,2026-08-27 16:18:08.896,11,29.148,0.6 COOH,COOH,False,0.6,True,3,none,,high,,226,False,0.4,non-BSA,COOH,True,none,2,False,high,True,29.148,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/5 hrs/PXL_20260827_161955201.jpg,0.4,non-BSA,5.0,2026-08-27 16:19:55.201,12,106.305,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate/alt-angle of 0103,227,False,0.4,non-BSA,COOH,True,none,3,False,high,False,106.305,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170217290.jpg,0.4,non-BSA,6.0,2026-08-27 17:02:17.290,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,228,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170227014.jpg,0.4,non-BSA,6.0,2026-08-27 17:02:27.014,2,9.724,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,229,False,0.4,non-BSA,PEG,False,present,2,False,high,False,9.724,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170244858.jpg,0.4,non-BSA,6.0,2026-08-27 17:02:44.858,3,17.844,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,230,False,0.4,non-BSA,PEG,False,present,3,False,high,False,17.844,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170322668.jpg,0.4,non-BSA,6.0,2026-08-27 17:03:22.668,4,37.81,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,231,False,0.4,non-BSA,COOH,False,present,1,False,high,False,37.81,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170334693.jpg,0.4,non-BSA,6.0,2026-08-27 17:03:34.693,5,12.025,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,232,False,0.4,non-BSA,COOH,False,present,2,False,high,False,12.025,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_170347700.jpg,0.4,non-BSA,6.0,2026-08-27 17:03:47.700,6,13.007,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,233,False,0.4,non-BSA,COOH,False,present,3,False,high,False,13.007,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171311387.jpg,0.4,non-BSA,6.0,2026-08-27 17:13:11.387,7,563.687,0.4 PEG,PEG,False,0.4,True,1,none,,high,,234,False,0.4,non-BSA,PEG,True,none,1,False,high,False,563.687,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171345305.jpg,0.4,non-BSA,6.0,2026-08-27 17:13:45.305,8,33.918,0.4 PEG,PEG,False,0.4,True,3,none,,high,,235,False,0.4,non-BSA,PEG,True,none,2,False,high,True,33.918,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171403935.jpg,0.4,non-BSA,6.0,2026-08-27 17:14:03.935,9,18.63,0.4 PEG,PEG,False,0.4,True,3,none,,high,duplicate/alt-angle of 0112,236,False,0.4,non-BSA,PEG,True,none,3,False,high,False,18.63,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171511697.jpg,0.4,non-BSA,6.0,2026-08-27 17:15:11.697,10,67.762,0.6 COOH,COOH,False,0.6,True,1,none,,high,,237,False,0.4,non-BSA,COOH,True,none,1,False,high,False,67.762,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171534992.jpg,0.4,non-BSA,6.0,2026-08-27 17:15:34.992,11,23.295,0.6 COOH,COOH,False,0.6,True,3,none,,high,,238,False,0.4,non-BSA,COOH,True,none,2,False,low,True,23.295,2,False,False,control,0.4_non-BSA_COOH_control_r2
0.4 BACK/NON-BSA/6 hrs/PXL_20260827_171554256.jpg,0.4,non-BSA,6.0,2026-08-27 17:15:54.256,12,19.264,0.6 COOH,COOH,False,0.6,True,3,none,,high,duplicate/alt-angle of 0115,239,False,0.4,non-BSA,COOH,True,none,3,False,high,False,19.264,2,False,False,control,0.4_non-BSA_COOH_control_r3
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183529860.jpg,0.4,non-BSA,7.5,2026-08-27 18:35:29.860,1,,0.4 PEG,PEG,False,0.4,False,1,present,large,high,,240,False,0.4,non-BSA,PEG,False,present,1,False,high,False,,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r1
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183541282.jpg,0.4,non-BSA,7.5,2026-08-27 18:35:41.282,2,11.422,0.4 PEG,PEG,False,0.4,False,2,present,large,high,,241,False,0.4,non-BSA,PEG,False,present,2,False,high,False,11.422,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r2
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183558074.jpg,0.4,non-BSA,7.5,2026-08-27 18:35:58.074,3,16.792,0.4 PEG,PEG,False,0.4,False,3,present,large,high,,242,False,0.4,non-BSA,PEG,False,present,3,False,high,False,16.792,1,False,False,magnet,0.4_non-BSA_PEG_magnet_r3
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183626993.jpg,0.4,non-BSA,7.5,2026-08-27 18:36:26.993,4,28.919,0.6 COOH,COOH,False,0.6,False,1,present,large,high,,243,False,0.4,non-BSA,COOH,False,present,1,False,high,False,28.919,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r1
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183649132.jpg,0.4,non-BSA,7.5,2026-08-27 18:36:49.132,5,22.139,0.6 COOH,COOH,False,0.6,False,2,present,large,high,,244,False,0.4,non-BSA,COOH,False,present,2,False,high,False,22.139,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r2
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_183710931.jpg,0.4,non-BSA,7.5,2026-08-27 18:37:10.931,6,21.799,0.6 COOH,COOH,False,0.6,False,3,present,large,high,,245,False,0.4,non-BSA,COOH,False,present,3,False,high,False,21.799,1,False,False,magnet,0.4_non-BSA_COOH_magnet_r3
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184742008.jpg,0.4,non-BSA,7.5,2026-08-27 18:47:42.008,7,631.077,0.4 PEG,PEG,False,0.4,True,1,none,,high,,246,False,0.4,non-BSA,PEG,True,none,1,False,high,False,631.077,2,False,False,control,0.4_non-BSA_PEG_control_r1
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184826971.jpg,0.4,non-BSA,7.5,2026-08-27 18:48:26.971,8,44.963,0.4 PEG,PEG,False,0.4,True,2,none,,high,,247,False,0.4,non-BSA,PEG,True,none,2,False,high,False,44.963,2,False,False,control,0.4_non-BSA_PEG_control_r2
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184847778.jpg,0.4,non-BSA,7.5,2026-08-27 18:48:47.778,9,20.807,0.4 PEG,PEG,False,0.4,True,3,none,,high,,248,False,0.4,non-BSA,PEG,True,none,3,False,high,False,20.807,2,False,False,control,0.4_non-BSA_PEG_control_r3
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184942250.jpg,0.4,non-BSA,7.5,2026-08-27 18:49:42.250,10,54.472,0.6 COOH,COOH,False,0.6,True,1,none,,high,,249,False,0.4,non-BSA,COOH,True,none,1,False,high,False,54.472,2,False,False,control,0.4_non-BSA_COOH_control_r1
0.4 BACK/NON-BSA/7.5 hrs/PXL_20260827_184959438.jpg,0.4,non-BSA,7.5,2026-08-27 18:49:59.438,11,17.188,0.6 COOH,COOH,False,0.6,True,3,none,,high,"clearly 3 rows, but group has no tally=2 photo (126=1,127=3,128=3) - likely a duplicate shot",250,False,0.4,non-BSA,COOH,True,none,2,False,high,True,17.188,2,False,False,control,0.4_non-BSA_COOH_control_r2
